client_order_id,trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,liquidity_side,avg_px,slippage,commissions,emulation_trigger,status,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last
O-20260626-134500-001-000-1,BACKTESTER-001,StrategySpecNautilusAdapter-000,ESU6.GLBX,GLBX-1-001,ESU6.GLBX-StrategySpecNautilusAdapter-000,GLBX-001,T-080a8bf48d4096e6-017,MARKET,BUY,1,GTC,False,False,1,TAKER,5553.25,0.0,['2.50 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,f84a6006-d96e-49ec-acd0-45e53fd53004,2026-06-26 13:45:00+00:00,2026-06-26 13:45:00+00:00
O-20260626-174500-001-000-2,BACKTESTER-001,StrategySpecNautilusAdapter-000,ESU6.GLBX,GLBX-1-002,ESU6.GLBX-StrategySpecNautilusAdapter-000,GLBX-001,T-100c5d905b4e9188-210,MARKET,SELL,1,GTC,False,False,1,TAKER,5600.75,0.0,['2.50 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,a0670735-3002-49f0-9b6b-8c803f240e8c,2026-06-26 17:45:00+00:00,2026-06-26 17:45:00+00:00
O-20260626-175500-001-000-3,BACKTESTER-001,StrategySpecNautilusAdapter-000,ESU6.GLBX,GLBX-1-003,ESU6.GLBX-StrategySpecNautilusAdapter-000,GLBX-001,T-dfa23aa82ae6c9ae-219,MARKET,BUY,1,GTC,False,False,1,TAKER,5602.0,0.0,['2.50 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,a6f1710c-aa5b-4b8c-9612-ec690ec31e22,2026-06-26 17:55:00+00:00,2026-06-26 17:55:00+00:00
O-20260626-195500-001-000-4,BACKTESTER-001,StrategySpecNautilusAdapter-000,ESU6.GLBX,GLBX-1-004,ESU6.GLBX-StrategySpecNautilusAdapter-000,GLBX-001,T-5e690b060816227b-316,MARKET,SELL,1,GTC,False,False,1,TAKER,5625.5,0.0,['2.50 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,7608d1ab-61bc-4dcb-94eb-6057f913bef0,2026-06-26 19:55:00+00:00,2026-06-26 19:55:00+00:00
