client_order_id,trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,liquidity_side,avg_px,slippage,commissions,emulation_trigger,status,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last
O-20260622-134500-001-000-1,BACKTESTER-001,StrategySpecNautilusAdapter-000,ESU6.GLBX,GLBX-1-001,ESU6.GLBX-StrategySpecNautilusAdapter-000,GLBX-001,T-d9de8f35368d88a3-017,MARKET,BUY,1,GTC,False,False,1,TAKER,5505.25,0.0,['2.50 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,7a92fb7e-005b-4007-8db2-50c4c369318d,2026-06-22 13:45:00+00:00,2026-06-22 13:45:00+00:00
O-20260622-154500-001-000-2,BACKTESTER-001,StrategySpecNautilusAdapter-000,ESU6.GLBX,GLBX-1-002,ESU6.GLBX-StrategySpecNautilusAdapter-000,GLBX-001,T-9a62c54df0f49333-114,MARKET,SELL,1,GTC,False,False,1,TAKER,5528.75,0.0,['2.50 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,67f27e85-c094-42ee-83fe-0562f66c3bc1,2026-06-22 15:45:00+00:00,2026-06-22 15:45:00+00:00
O-20260622-155500-001-000-3,BACKTESTER-001,StrategySpecNautilusAdapter-000,ESU6.GLBX,GLBX-1-003,ESU6.GLBX-StrategySpecNautilusAdapter-000,GLBX-001,T-daa3e06048add7c0-123,MARKET,BUY,1,GTC,False,False,1,TAKER,5530.0,0.0,['2.50 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,021c6810-480b-49e0-9f02-3c07cafc8805,2026-06-22 15:55:00+00:00,2026-06-22 15:55:00+00:00
O-20260622-175500-001-000-4,BACKTESTER-001,StrategySpecNautilusAdapter-000,ESU6.GLBX,GLBX-1-004,ESU6.GLBX-StrategySpecNautilusAdapter-000,GLBX-001,T-b38ba0eef3a65a65-220,MARKET,SELL,1,GTC,False,False,1,TAKER,5553.5,0.0,['2.50 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,ff1ac2ca-5521-4b85-9c7a-a4267217615d,2026-06-22 17:55:00+00:00,2026-06-22 17:55:00+00:00
O-20260622-180500-001-000-5,BACKTESTER-001,StrategySpecNautilusAdapter-000,ESU6.GLBX,GLBX-1-005,ESU6.GLBX-StrategySpecNautilusAdapter-000,GLBX-001,T-a9e3ea07bd03801f-229,MARKET,BUY,1,GTC,False,False,1,TAKER,5556.0,0.0,['2.50 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,1d65e4e2-a4cf-461d-a48c-bf712d08b160,2026-06-22 18:05:00+00:00,2026-06-22 18:05:00+00:00
O-20260622-195500-001-000-6,BACKTESTER-001,StrategySpecNautilusAdapter-000,ESU6.GLBX,GLBX-1-006,ESU6.GLBX-StrategySpecNautilusAdapter-000,GLBX-001,T-8f047e523252b0a3-318,MARKET,SELL,1,GTC,False,False,1,TAKER,5577.5,0.0,['2.50 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,0f770e87-0cf2-44ee-9ec1-aa254566d8bb,2026-06-22 19:55:00+00:00,2026-06-22 19:55:00+00:00
