client_order_id,trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,liquidity_side,avg_px,slippage,commissions,emulation_trigger,status,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last
O-20260623-134500-001-000-1,BACKTESTER-001,StrategySpecNautilusAdapter-000,ESU6.GLBX,GLBX-1-001,ESU6.GLBX-StrategySpecNautilusAdapter-000,GLBX-001,T-be8f1ecc68891ee1-017,MARKET,BUY,1,GTC,False,False,1,TAKER,5517.25,0.0,['2.50 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,75be3147-4926-491f-be60-d55feb4a2997,2026-06-23 13:45:00+00:00,2026-06-23 13:45:00+00:00
O-20260623-154500-001-000-2,BACKTESTER-001,StrategySpecNautilusAdapter-000,ESU6.GLBX,GLBX-1-002,ESU6.GLBX-StrategySpecNautilusAdapter-000,GLBX-001,T-664a7f7a52974632-114,MARKET,SELL,1,GTC,False,False,1,TAKER,5540.75,0.0,['2.50 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,121c10f3-87cc-4777-a63f-138a5ee7b5a8,2026-06-23 15:45:00+00:00,2026-06-23 15:45:00+00:00
O-20260623-155500-001-000-3,BACKTESTER-001,StrategySpecNautilusAdapter-000,ESU6.GLBX,GLBX-1-003,ESU6.GLBX-StrategySpecNautilusAdapter-000,GLBX-001,T-f42fb8775cb25da3-123,MARKET,BUY,1,GTC,False,False,1,TAKER,5542.0,0.0,['2.50 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,bddf4a36-ecc7-4dd5-af50-055b532841a9,2026-06-23 15:55:00+00:00,2026-06-23 15:55:00+00:00
O-20260623-175500-001-000-4,BACKTESTER-001,StrategySpecNautilusAdapter-000,ESU6.GLBX,GLBX-1-004,ESU6.GLBX-StrategySpecNautilusAdapter-000,GLBX-001,T-9cff698370cab848-220,MARKET,SELL,1,GTC,False,False,1,TAKER,5565.5,0.0,['2.50 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,348a259a-adbf-445a-a1ab-c8540b4c7661,2026-06-23 17:55:00+00:00,2026-06-23 17:55:00+00:00
O-20260623-180500-001-000-5,BACKTESTER-001,StrategySpecNautilusAdapter-000,ESU6.GLBX,GLBX-1-005,ESU6.GLBX-StrategySpecNautilusAdapter-000,GLBX-001,T-a88feb82ccaab040-229,MARKET,BUY,1,GTC,False,False,1,TAKER,5568.0,0.0,['2.50 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,933027d9-8620-4340-a6a5-723cde610a33,2026-06-23 18:05:00+00:00,2026-06-23 18:05:00+00:00
O-20260623-195500-001-000-6,BACKTESTER-001,StrategySpecNautilusAdapter-000,ESU6.GLBX,GLBX-1-006,ESU6.GLBX-StrategySpecNautilusAdapter-000,GLBX-001,T-3757e08f30d777d0-318,MARKET,SELL,1,GTC,False,False,1,TAKER,5589.5,0.0,['2.50 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,0613d6da-089a-45a9-9658-5658dcb3a650,2026-06-23 19:55:00+00:00,2026-06-23 19:55:00+00:00
