client_order_id,trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,liquidity_side,avg_px,slippage,commissions,emulation_trigger,status,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last
O-20260624-134500-001-000-1,BACKTESTER-001,StrategySpecNautilusAdapter-000,ESU6.GLBX,GLBX-1-001,ESU6.GLBX-StrategySpecNautilusAdapter-000,GLBX-001,T-42e514ef6009ad67-017,MARKET,BUY,1,GTC,False,False,1,TAKER,5529.25,0.0,['2.50 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,7bba2ae2-c68a-4956-859e-ca1ae71e2cf4,2026-06-24 13:45:00+00:00,2026-06-24 13:45:00+00:00
O-20260624-154500-001-000-2,BACKTESTER-001,StrategySpecNautilusAdapter-000,ESU6.GLBX,GLBX-1-002,ESU6.GLBX-StrategySpecNautilusAdapter-000,GLBX-001,T-4f9bbad17f8dfe39-114,MARKET,SELL,1,GTC,False,False,1,TAKER,5552.75,0.0,['2.50 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,4ac135c5-3f42-4863-a55b-9f979b99b2f3,2026-06-24 15:45:00+00:00,2026-06-24 15:45:00+00:00
O-20260624-155500-001-000-3,BACKTESTER-001,StrategySpecNautilusAdapter-000,ESU6.GLBX,GLBX-1-003,ESU6.GLBX-StrategySpecNautilusAdapter-000,GLBX-001,T-d2d0f790e92a548d-123,MARKET,BUY,1,GTC,False,False,1,TAKER,5554.0,0.0,['2.50 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,fb8c6fc6-4760-4281-b61c-34c3b39c4029,2026-06-24 15:55:00+00:00,2026-06-24 15:55:00+00:00
O-20260624-175500-001-000-4,BACKTESTER-001,StrategySpecNautilusAdapter-000,ESU6.GLBX,GLBX-1-004,ESU6.GLBX-StrategySpecNautilusAdapter-000,GLBX-001,T-f5306f9eab89a591-220,MARKET,SELL,1,GTC,False,False,1,TAKER,5577.5,0.0,['2.50 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,7b8b8bae-bcbc-4971-a897-8f85e96ad12c,2026-06-24 17:55:00+00:00,2026-06-24 17:55:00+00:00
O-20260624-180500-001-000-5,BACKTESTER-001,StrategySpecNautilusAdapter-000,ESU6.GLBX,GLBX-1-005,ESU6.GLBX-StrategySpecNautilusAdapter-000,GLBX-001,T-e02ab2265a387afd-229,MARKET,BUY,1,GTC,False,False,1,TAKER,5580.0,0.0,['2.50 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,956eb882-eaf1-4e6b-9efe-e46427fad2f7,2026-06-24 18:05:00+00:00,2026-06-24 18:05:00+00:00
O-20260624-195500-001-000-6,BACKTESTER-001,StrategySpecNautilusAdapter-000,ESU6.GLBX,GLBX-1-006,ESU6.GLBX-StrategySpecNautilusAdapter-000,GLBX-001,T-3eb55c8c2725c0be-318,MARKET,SELL,1,GTC,False,False,1,TAKER,5601.5,0.0,['2.50 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,f56b2409-9161-4745-8f33-29b7421e2d8e,2026-06-24 19:55:00+00:00,2026-06-24 19:55:00+00:00
