client_order_id,trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,liquidity_side,avg_px,slippage,commissions,emulation_trigger,status,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last
O-20260625-134500-001-000-1,BACKTESTER-001,StrategySpecNautilusAdapter-000,ESU6.GLBX,GLBX-1-001,ESU6.GLBX-StrategySpecNautilusAdapter-000,GLBX-001,T-e1d548c328322f10-017,MARKET,BUY,1,GTC,False,False,1,TAKER,5541.25,0.0,['2.50 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,36ad600c-d82e-46e0-9df7-cf9831c86bbc,2026-06-25 13:45:00+00:00,2026-06-25 13:45:00+00:00
O-20260625-154500-001-000-2,BACKTESTER-001,StrategySpecNautilusAdapter-000,ESU6.GLBX,GLBX-1-002,ESU6.GLBX-StrategySpecNautilusAdapter-000,GLBX-001,T-0c0182f1db89f7e0-114,MARKET,SELL,1,GTC,False,False,1,TAKER,5564.75,0.0,['2.50 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,6e55badb-58d9-4f97-8d2d-06b3145fa1db,2026-06-25 15:45:00+00:00,2026-06-25 15:45:00+00:00
O-20260625-155500-001-000-3,BACKTESTER-001,StrategySpecNautilusAdapter-000,ESU6.GLBX,GLBX-1-003,ESU6.GLBX-StrategySpecNautilusAdapter-000,GLBX-001,T-6f593bc4489fb3c3-123,MARKET,BUY,1,GTC,False,False,1,TAKER,5566.0,0.0,['2.50 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,40481ba1-9fde-4328-9948-acf6b12b4350,2026-06-25 15:55:00+00:00,2026-06-25 15:55:00+00:00
O-20260625-175500-001-000-4,BACKTESTER-001,StrategySpecNautilusAdapter-000,ESU6.GLBX,GLBX-1-004,ESU6.GLBX-StrategySpecNautilusAdapter-000,GLBX-001,T-a1f71b3fd8961804-220,MARKET,SELL,1,GTC,False,False,1,TAKER,5589.5,0.0,['2.50 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,41acbd9c-aa6e-4f7b-b07c-292cac9651f2,2026-06-25 17:55:00+00:00,2026-06-25 17:55:00+00:00
O-20260625-180500-001-000-5,BACKTESTER-001,StrategySpecNautilusAdapter-000,ESU6.GLBX,GLBX-1-005,ESU6.GLBX-StrategySpecNautilusAdapter-000,GLBX-001,T-ea88fb63d94ec235-229,MARKET,BUY,1,GTC,False,False,1,TAKER,5592.0,0.0,['2.50 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,c57943d7-3391-491c-a564-fce0f3974f8c,2026-06-25 18:05:00+00:00,2026-06-25 18:05:00+00:00
O-20260625-195500-001-000-6,BACKTESTER-001,StrategySpecNautilusAdapter-000,ESU6.GLBX,GLBX-1-006,ESU6.GLBX-StrategySpecNautilusAdapter-000,GLBX-001,T-f1292ef7e016dbb5-318,MARKET,SELL,1,GTC,False,False,1,TAKER,5613.5,0.0,['2.50 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,1573f14e-6540-42c5-95b5-3438cc245a58,2026-06-25 19:55:00+00:00,2026-06-25 19:55:00+00:00
